	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition.1	treatment	strain_description	biosample_strain	biosample_genotype	reference_condition.1	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	Study_Pubmed_id	SampleType	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	dbgap_study_accession	Consent	RunHash	ReadHash	LibraryName-DUPLICATE_DELETE	Experiment-DUPLICATE_DELETE	swift
Vir_17	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;srrB::bursa	stat	JE2	Control		1.44				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_1_S198_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_1_S198_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:srrB::bursa; NE588	True	True	True	True	True										True	srrB::bursa	 NE588		Mutant																																	
Vir_18	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;srrB::bursa	stat	JE2	Control		1.44				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_2_S199_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE588_JE2-srrB_Replicate_2_S199_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:srrB::bursa; NE588	True	True	True	True	True										True	srrB::bursa	 NE588		Mutant																																	
Vir_19	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;hpf::bursa	stat	JE2	Control		1.17				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_1_S210_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_1_S210_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:hpf::bursa; NE838	True	True	True	True	True										True	hpf::bursa	 NE838		Mutant																																	
Vir_2	Virulence Determination			Virulence iModulon determination	TSB	TSB;Control;stat;JE2;WT	stat	JE2	Control		0.98				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_2_S213_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_2_S213_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Control:Stationary:JE2:WT	True	True	True	True	True										True	WT			Control																																	
Vir_20	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;hpf::bursa	stat	JE2	Control		1.17				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_2_S211_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE838_JE2-hpf_Replicate_2_S211_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:hpf::bursa; NE838	True	True	True	True	True										True	hpf::bursa	 NE838		Mutant																																	
Vir_3	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;sigB::bursa	stat	JE2	Control		1.06				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_1_S206_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_1_S206_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigB::bursa; NE1109	True	True	True	True	True										True	sigB::bursa	 NE1109		Mutant																																	
Vir_4	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;sigB::bursa	stat	JE2	Control		1.06				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_2_S207_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1109_JE2-sigB_Replicate_2_S207_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigB::bursa; NE1109	True	True	True	True	True										True	sigB::bursa	 NE1109		Mutant																																	
Vir_5	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;arlS::bursa	stat	JE2	Control		1.04				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_1_S200_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_1_S200_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:arlS::bursa; NE1183	True	True	True	True	True										True	arlS::bursa	 NE1183		Mutant																																	
Vir_6	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;arlS::bursa	stat	JE2	Control		1.04				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_2_S201_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1183_JE2-arlS_Replicate_2_S201_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:arlS::bursa; NE1183	True	True	True	True	True										True	arlS::bursa	 NE1183		Mutant																																	
Vir_7	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;sarA::bursa	stat	JE2	Control		0.98				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_1_S202_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_1_S202_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sarA::bursa; NE1193	True	True	True	True	True										True	sarA::bursa	 NE1193		Mutant																																	
Vir_8	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;sarA::bursa	stat	JE2	Control		0.98				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_2_S203_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1193_JE2-sarA_Replicate_2_S203_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sarA::bursa; NE1193	True	True	True	True	True										True	sarA::bursa	 NE1193		Mutant																																	
Vir_9	Virulence Determination			Virulence iModulon determination	TSB	TSB;Mutant;stat;JE2;sigS::bursa	stat	JE2	Control		0.89				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_1_S208_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_1_S208_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigS::bursa; NE1246	True	True	True	True	True										True	sigS::bursa	 NE1246		Mutant																																	
ERX1222795	PRJEB11849	SAMEA3672563			TSB	TSB:Mutant:exponential:HG001:delta-spdC	exponential	HG001	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		309786.0	2016-01-23 13:47:38	ERR1143985	ERP013265	ERS979712	Staphylococcus aureus subsp. aureus NCTC 8325	ERA535790	93061.0									spdC:TSB:Mutant:exponential:HG001:delta-spdC	True	True		True			spdC	PASTEUR INSTITUTE PARIS							True				Mutant	delta-spdC				2016-01-23 13:50:16	35360057.0	1803362907.0	0.0	51.0	1140.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1143985/ERR1143985.1	unspecified		simple	SAMEA3672563							no					public	4AB0D6DA2277141FCED528D8EABD6907	C18FC49D06A5680D64B6B14196411F9A	unspecified	ERX1222795	False
ERX1222796	PRJEB11849	SAMEA3672564			TSB	TSB:Mutant:exponential:HG001:delta-spdC	exponential	HG001	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		309786.0	2016-01-23 13:47:38	ERR1143986	ERP013265	ERS979713	Staphylococcus aureus subsp. aureus NCTC 8325	ERA535790	93061.0									spdC:TSB:Mutant:exponential:HG001:delta-spdC	True	True		True			spdC	PASTEUR INSTITUTE PARIS							True				Mutant	delta-spdC				2016-01-23 13:50:15	34401646.0	1754483946.0	0.0	51.0	1110.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1143986/ERR1143986.1	unspecified		simple	SAMEA3672564							no					public	F9BF322D63507B16A726DA259A7F764D	89C705034E7817F8055C992D52890098	unspecified	ERX1222796	False
ERX1222797	PRJEB11849	SAMEA3672565			TSB	TSB:Mutant:exponential:HG001:delta-spdC	exponential	HG001	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		309786.0	2016-01-23 13:47:38	ERR1143987	ERP013265	ERS979714	Staphylococcus aureus subsp. aureus NCTC 8325	ERA535790	93061.0									spdC:TSB:Mutant:exponential:HG001:delta-spdC	True	True		True			spdC	PASTEUR INSTITUTE PARIS							True				Mutant	delta-spdC				2016-01-23 13:49:52	23199961.0	1183198011.0	0.0	51.0	752.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1143987/ERR1143987.1	unspecified		simple	SAMEA3672565							no					public	017B9146A8817A6595FC632CDCFEA6DB	A6EEDE6DE20D2DA716009E7D5384801A	unspecified	ERX1222797	False
ERX1222798	PRJEB11849	SAMEA3672566			TSB	TSB:Control:exponential:HG001:WT	exponential	HG001	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		309786.0	2016-01-23 13:47:38	ERR1143988	ERP013265	ERS979715	Staphylococcus aureus subsp. aureus NCTC 8325	ERA535790	93061.0									spdC:TSB:Control:exponential:HG001:WT	True	True		True			spdC	PASTEUR INSTITUTE PARIS							True				Control	WT				2016-01-23 13:50:09	27879090.0	1421833590.0	0.0	51.0	904.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1143988/ERR1143988.1	unspecified		simple	SAMEA3672566							no					public	E6118824F010EBB2797A7B52110C0C1C	9DC9CD6AF8FB23F953116EDF53A177EF	unspecified	ERX1222798	False
ERX1222799	PRJEB11849	SAMEA3672567			TSB	TSB:Control:exponential:HG001:WT	exponential	HG001	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		309786.0	2016-01-23 13:47:38	ERR1143989	ERP013265	ERS979716	Staphylococcus aureus subsp. aureus NCTC 8325	ERA535790	93061.0									spdC:TSB:Control:exponential:HG001:WT	True	True		True			spdC	PASTEUR INSTITUTE PARIS							True				Control	WT				2016-01-23 13:49:53	24113482.0	1229787582.0	0.0	51.0	783.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1143989/ERR1143989.1	unspecified		simple	SAMEA3672567							no					public	ABF172E1A1A63B200B931582734F0901	60EAEC8BBDD621CC9038850E507D904D	unspecified	ERX1222799	False
ERX1222800	PRJEB11849	SAMEA3672568			TSB	TSB:Control:exponential:HG001:WT	exponential	HG001	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		309786.0	2016-01-23 13:47:38	ERR1143990	ERP013265	ERS979717	Staphylococcus aureus subsp. aureus NCTC 8325	ERA535790	93061.0									spdC:TSB:Control:exponential:HG001:WT	True	True		True			spdC	PASTEUR INSTITUTE PARIS							True				Control	WT				2016-01-23 13:49:45	22299861.0	1137292911.0	0.0	51.0	722.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR1143990/ERR1143990.1	unspecified		simple	SAMEA3672568							no					public	3D23367F49F09186D2717130685DAE5F	273E48EFAC24B6AC602462C757C0D029	unspecified	ERX1222800	False
ERX1409571	PRJEB13166	SAMEA3907572			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				13.0	95.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA		335966.0	2016-08-01 05:23:33	ERR1337989	ERP014706	ERS1094706	Staphylococcus aureus subsp. aureus str. Newman	ERA589914	426430.0									sapienic-acid:TSB:Control:exponential:Newman:WT	True	True		True			sapienic-acid	CGR Liverpool							True				Control	WT				2021-10-19 08:05:40	17564171.0	3510214878.0	17564171.0	199.0	2159.0		https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR1337/ERR1337989	Newman_control_1		simple	SAMEA3907572							no					public	4264D76E542AD64CDCCAD5796AEEED0F	35F9ECA0E399CBFAD62CC3086231EE19	Newman_control_1	ERX1409571	False
ERX1409572	PRJEB13166	SAMEA3907573			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				13.0	95.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA		335966.0	2016-08-01 05:23:33	ERR1337990	ERP014706	ERS1094707	Staphylococcus aureus subsp. aureus str. Newman	ERA589914	426430.0									sapienic-acid:TSB:Control:exponential:Newman:WT	True	True		True			sapienic-acid	CGR Liverpool							True				Control	WT				2016-08-01 05:32:06	0.0	0.0	0.0	0.0	2101.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/ERR1337990/ERR1337990.1	Newman_control_2		simple	SAMEA3907573							no					public	02866227E78F73B282037636CADFDAF2	D17D3DFB6F6C1BFDC80015595CF9CD89	Newman_control_2	ERX1409572	False
ERX1409573	PRJEB13166	SAMEA3907574			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				13.0	95.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA		335966.0	2016-08-01 05:23:33	ERR1337991	ERP014706	ERS1094708	Staphylococcus aureus subsp. aureus str. Newman	ERA589914	426430.0									sapienic-acid:TSB:Control:exponential:Newman:WT	True	True		True			sapienic-acid	CGR Liverpool							True				Control	WT				2016-08-01 05:32:07	0.0	0.0	0.0	0.0	1444.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/ERR1337991/ERR1337991.1	Newman_control_3		simple	SAMEA3907574							no					public	7B5A37516BF8874CFB02B6C882C994BC	DF22367CC117C4EC0CAEC7B0E2CA4D2C	Newman_control_3	ERX1409573	False
ERX1409574	PRJEB13166	SAMEA3907575			TSB	TSB:11.25uM_sapienic-acid:exponential:Newman:WT	exponential	Newman	Control				13.0	95.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA		335966.0	2016-08-01 05:23:33	ERR1337992	ERP014706	ERS1094709	Staphylococcus aureus subsp. aureus str. Newman	ERA589914	426430.0									sapienic-acid:TSB:11.25uM_sapienic-acid:exponential:Newman:WT	True	True		True			sapienic-acid	CGR Liverpool							True				11.25uM_sapienic-acid	WT				2016-08-01 05:32:56	0.0	0.0	0.0	0.0	1734.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/ERR1337992/ERR1337992.1	Newman_sapienic_1		simple	SAMEA3907575							no					public	F6348823A1AF6C9624D63C6A28950590	2BA6B46E26F50A792E143E8750F2B92E	Newman_sapienic_1	ERX1409574	False
ERX1409575	PRJEB13166	SAMEA3907576			TSB	TSB:11.25uM_sapienic-acid:exponential:Newman:WT	exponential	Newman	Control				13.0	95.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA		335966.0	2016-08-01 05:23:33	ERR1337993	ERP014706	ERS1094710	Staphylococcus aureus subsp. aureus str. Newman	ERA589914	426430.0									sapienic-acid:TSB:11.25uM_sapienic-acid:exponential:Newman:WT	True	True		True			sapienic-acid	CGR Liverpool							True				11.25uM_sapienic-acid	WT				2021-10-19 07:59:40	11984176.0	2395075274.0	11984176.0	199.0	1473.0		https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR1337/ERR1337993	Newman_sapienic_2		simple	SAMEA3907576							no					public	2186B3D18E44C3AA0AF9C53E67406C90	A49A25E023D493B553CBE8B83C53D650	Newman_sapienic_2	ERX1409575	False
ERX1409576	PRJEB13166	SAMEA3907577			TSB	TSB:11.25uM_sapienic-acid:exponential:Newman:WT	exponential	Newman	Control				13.0	95.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2000	ILLUMINA		335966.0	2016-08-01 05:23:33	ERR1337994	ERP014706	ERS1094711	Staphylococcus aureus subsp. aureus str. Newman	ERA589914	426430.0									sapienic-acid:TSB:11.25uM_sapienic-acid:exponential:Newman:WT	True	True		True			sapienic-acid	CGR Liverpool							True				11.25uM_sapienic-acid	WT				2016-08-01 05:33:12	0.0	0.0	0.0	0.0	1921.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-10/ERR1337994/ERR1337994.1	Newman_sapienic_3		simple	SAMEA3907577							no					public	A97A9CD86A9DF7A1FF64F092778EF8BC	83425F06DE7DC3D8DB3E5E7F07EC9592	Newman_sapienic_3	ERX1409576	False
ERX2294567	PRJEB24365	SAMEA104467559			THB	THB:Control:exponential:Newman:WT	exponential	Newman	Control				18.0	115.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		478749.0	2018-07-03 16:28:18	ERR2242409	ERP106183	ERS2085501	Staphylococcus aureus subsp. aureus str. Newman	ERA1179267	426430.0									squalene_challenge:THB:Control:exponential:Newman:WT	True	True		True			squalene_challenge	CGR University of Liverpool							True				Control	WT				2021-10-17 17:58:12	12580914.0	3136946656.0	12580914.0	249.0	1293.0		https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR2242/ERR2242409	Nwmn_con_1_p		simple	SAMEA104467559							no					public	EFF654CD5073DF1BA58B29836EB13B61	8CD6A657A22704B5508A919C975D174D	Nwmn_con_1_p	ERX2294567	False
ERX2294568	PRJEB24365	SAMEA104467560			THB	THB:Control:exponential:Newman:WT	exponential	Newman	Control				20.0	114.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		478749.0	2018-07-03 16:28:18	ERR2242410	ERP106183	ERS2085502	Staphylococcus aureus subsp. aureus str. Newman	ERA1179267	426430.0									squalene_challenge:THB:Control:exponential:Newman:WT	True	True		True			squalene_challenge	CGR University of Liverpool							True				Control	WT				2021-10-17 17:55:27	10688049.0	2663066174.0	10688049.0	249.0	1086.0		https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR2242/ERR2242410	Nwmn_con_2_p		simple	SAMEA104467560							no					public	22FCFF68C772EF19E98CD048CEECB775	2C85742CE01174E6094888EB5E4B4E9C	Nwmn_con_2_p	ERX2294568	False
ERX2294569	PRJEB24365	SAMEA104467561			THB	THB:Control:exponential:Newman:WT	exponential	Newman	Control				18.0	116.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		478749.0	2018-07-03 16:28:18	ERR2242411	ERP106183	ERS2085503	Staphylococcus aureus subsp. aureus str. Newman	ERA1179267	426430.0									squalene_challenge:THB:Control:exponential:Newman:WT	True	True		True			squalene_challenge	CGR University of Liverpool							True				Control	WT				2018-07-07 14:52:10	0.0	0.0	0.0	0.0	1115.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR2242411/ERR2242411.1	Nwmn_con_3_p		simple	SAMEA104467561							no					public	8FDAB458168BFC440F90A95BB9C25ED4	6AA38EEA0D6BE1B678B03C1E1D28DAAF	Nwmn_con_3_p	ERX2294569	False
ERX2294570	PRJEB24365	SAMEA104467562			THB	THB:1percent_squalene:exponential:Newman:WT	exponential	Newman	Control				21.0	110.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		478749.0	2018-07-03 16:28:18	ERR2242412	ERP106183	ERS2085504	Staphylococcus aureus subsp. aureus str. Newman	ERA1179267	426430.0									squalene_challenge:THB:1percent_squalene:exponential:Newman:WT	True	True		True			squalene_challenge	CGR University of Liverpool							True				1percent_squalene	WT				2018-07-07 14:55:22	0.0	0.0	0.0	0.0	1128.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR2242412/ERR2242412.1	Nwmn_squ_1_p		simple	SAMEA104467562							no					public	F03E6D5EC93F95BDC2BC3ACE22A3EF21	A733F31E70F189E72FE19DB0EFB843A3	Nwmn_squ_1_p	ERX2294570	False
ERX2294571	PRJEB24365	SAMEA104467563			THB	THB:1percent_squalene:exponential:Newman:WT	exponential	Newman	Control				21.0	113.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		478749.0	2018-07-03 16:28:18	ERR2242413	ERP106183	ERS2085505	Staphylococcus aureus subsp. aureus str. Newman	ERA1179267	426430.0									squalene_challenge:THB:1percent_squalene:exponential:Newman:WT	True	True		True			squalene_challenge	CGR University of Liverpool							True				1percent_squalene	WT				2018-07-07 14:55:21	0.0	0.0	0.0	0.0	1065.0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/ERR2242413/ERR2242413.1	Nwmn_squ_2_p		simple	SAMEA104467563							no					public	8CEBB40B3540D41ED0B04E20B9636604	DED676E68178934E34694783B8063C25	Nwmn_squ_2_p	ERX2294571	False
ERX2294572	PRJEB24365	SAMEA104467564			THB	THB:1percent_squalene:exponential:Newman:WT	exponential	Newman	Control				18.0	115.0	PAIRED	RT-PCR	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA		478749.0	2018-07-03 16:28:18	ERR2242414	ERP106183	ERS2085506	Staphylococcus aureus subsp. aureus str. Newman	ERA1179267	426430.0									squalene_challenge:THB:1percent_squalene:exponential:Newman:WT	True	True		True			squalene_challenge	CGR University of Liverpool							True				1percent_squalene	WT				2021-10-17 17:56:42	12943640.0	3226696532.0	12943640.0	249.0	1314.0		https://sra-download.ncbi.nlm.nih.gov/traces/era9/ERR/ERR2242/ERR2242414	Nwmn_squ_3_p		simple	SAMEA104467564							no					public	B0914534A969775A5E64F7ADE795FE20	408B9561DDBAE63526F669515D139552	Nwmn_squ_3_p	ERX2294572	False
ERX2692709	PRJEB27527	SAMEA4773106			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677724	ERP109616	ERS2593060	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:Control:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Control	WT				2018-07-19 10:01:57	10904579.0	811576108.0	0.0	74.0	337.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/ERR2677724/ERR2677724.1	unspecified		simple	SAMEA4773106							no					public	45EE8421136019D269E6B8A69B9FFA12	24B098F5E244596E0B5195791F6891FF	unspecified	ERX2692709	False
ERX2692710	PRJEB27527	SAMEA4773107			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677725	ERP109616	ERS2593061	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:Control:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Control	WT				2018-07-19 10:02:15	11968685.0	891065099.0	0.0	74.0	368.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/ERR2677725/ERR2677725.1	unspecified		simple	SAMEA4773107							no					public	5003D09A55B2C5604EB8BAA2A45116BF	D86CB0E997DC4918BA04A956F998B120	unspecified	ERX2692710	False
ERX2692711	PRJEB27527	SAMEA4773108			TSB	TSB:Control:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677726	ERP109616	ERS2593062	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:Control:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				Control	WT				2018-07-19 10:02:40	11983752.0	892096998.0	0.0	74.0	371.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR2677726/ERR2677726.1	unspecified		simple	SAMEA4773108							no					public	A28CA86EB99EA55CA7C164D6C3869231	5BD966C03B030295527FEADFB724DD26	unspecified	ERX2692711	False
ERX2692712	PRJEB27527	SAMEA4773109			TSB	TSB:mitomycin-30min:exponential:Newman:WT	exponential	Newman	Control				0.0	0.0	SINGLE	unspecified	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		481299.0	2018-07-15 08:21:41	ERR2677727	ERP109616	ERS2593063	Staphylococcus aureus	ERA1533289	1280.0									colateral-transduction:TSB:mitomycin-30min:exponential:Newman:WT	True	True		True			colateral-transduction	INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION							True				mitomycin-30min	WT				2018-07-19 10:03:17	12711887.0	946604642.0	0.0	74.0	392.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/ERR2677727/ERR2677727.1	unspecified		simple	SAMEA4773109							no					public	D51EE0AD5E8CED223CA283BC9BF4A934	2879B68064882E10CD5F8544CB27E754	unspecified	ERX2692712	False
