# Metadata of the RNA sequencing data used to create the TRN model with ICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,# Metadata of the RNA sequencing data used to create the TRN model with ICA
,BioProject,BioSample,Body_Site,project,base_media,condition,growth_phase,isolate,reference_condition,skip,OD-600,NOTES,InsertDev,InsertSize,LibraryLayout,LibrarySelection,LibrarySource,LibraryStrategy,Manual Strain,Model,Platform,Project,ProjectID,ReleaseDate,Run,SRAStudy,Sample,ScientificName,Submission,TaxID,class_tax_id,species,species_tax_id,strain_tax_id,Swift,Treatment,full_name,passed_fastqc,passed_global_correlation,passed_number_replicates,passed_reads_mapped_to_CDS,passed_similar_replicates,condition_name,project_name,CenterName,Notes,SRA ID,GEO Series,GEO Sample,PMID,passed_replicate_correlations,genetic_changes,name,treatment,strain_description,Study_Pubmed_id,Previous ID (Changed SRR to SRX)
SRX8387570,PRJNA634715,,,staph stress,CA-MHB,CA-MHB;None;exp;TCH1516;WT,exp,TCH1516,Control,,,,,,PAIRED,,,,,,,,,,,,,,,,,,,,,,staph stress:CA-MHB:None:Exponential:TCH1516:WT,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,WT,,,,,SRX8387570
SRX8387586,PRJNA634715,,,staph stress,CA-MHB,CA-MHB;None;exp;TCH1516;WT,exp,TCH1516,Control,,,,,,PAIRED,,,,,,,,,,,,,,,,,,,,,,staph stress:CA-MHB:None:Exponential:TCH1516:WT,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,WT,,,,,SRX8387586
SRX8387569,PRJNA634715,,,staph stress,CA-MHB,CA-MHB;None;exp;TCH1516;WT,exp,TCH1516,Control,,,,,,PAIRED,,,,,,,,,,,,,,,,,,,,,,staph stress:CA-MHB:None:Exponential:TCH1516:WT,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,WT,,,,,SRX8387569
SRX8387587,PRJNA634715,,,staph stress,CA-MHB,CA-MHB;OD 1.0;stat;TCH1516;WT,stat,TCH1516,Control,,,,,,PAIRED,,,,,,,,,,,,,,,,,,,,,,staph stress:CA-MHB:OD 1.0:Stationary:TCH1516:WT,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,WT,,OD 1.0,,,SRX8387587
SRX8387588,PRJNA634715,,,staph stress,CA-MHB,CA-MHB;OD 1.0;stat;TCH1516;WT,stat,TCH1516,Control,,,,,,PAIRED,,,,,,,,,,,,,,,,,,,,,,staph stress:CA-MHB:OD 1.0:Stationary:TCH1516:WT,TRUE,TRUE,,TRUE,,,,,,,,,,TRUE,WT,,OD 1.0,,,SRX8387588
SRX17209972,PRJNA872515,SAMN30468654,,Virulence iModulon determination,TSB,TSB;Control;stat;JE2;WT,stat,JE2,Control,,0.98,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Control:Stationary:JE2:WT,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,WT,,Control,,,SRR21198990
SRX17209983,PRJNA872515,SAMN30468660,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;sigS::bursa,stat,JE2,Control,,0.89,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigS::bursa; NE1246,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,sigS::bursa, NE1246,Mutant,,,SRR21198979
SRX17209984,PRJNA872515,SAMN30468659,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;agrA::bursa,stat,JE2,Control,,1.17,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:agrA::bursa; NE1532,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,agrA::bursa, NE1532,Mutant,,,SRR21198978
SRX17209985,PRJNA872515,SAMN30468659,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;agrA::bursa,stat,JE2,Control,,1.17,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:agrA::bursa; NE1532,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,agrA::bursa, NE1532,Mutant,,,SRR21198977
SRX17209986,PRJNA872515,SAMN30468655,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;saeR::bursa,stat,JE2,Control,,1.05,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:saeR::bursa; NE1622,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,saeR::bursa, NE1622,Mutant,,,SRR21198976
SRX17209987,PRJNA872515,SAMN30468655,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;saeR::bursa,stat,JE2,Control,,1.05,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:saeR::bursa; NE1622,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,saeR::bursa, NE1622,Mutant,,,SRR21198975
SRX17209988,PRJNA872515,SAMN30468658,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;rot::bursa,stat,JE2,Control,,0.95,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:rot::bursa; NE386,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,rot::bursa, NE386,Mutant,,,SRR21198974
SRX17209989,PRJNA872515,SAMN30468658,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;rot::bursa,stat,JE2,Control,,0.95,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:rot::bursa; NE386,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,rot::bursa, NE386,Mutant,,,SRR21198973
SRX17209990,PRJNA872515,SAMN30468653,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;srrB::bursa,stat,JE2,Control,,1.44,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:srrB::bursa; NE588,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,srrB::bursa, NE588,Mutant,,,SRR21198972
SRX17209991,PRJNA872515,SAMN30468653,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;srrB::bursa,stat,JE2,Control,,1.44,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:srrB::bursa; NE588,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,srrB::bursa, NE588,Mutant,,,SRR21198971
SRX17209974,PRJNA872515,SAMN30468656,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;hpf::bursa,stat,JE2,Control,,1.17,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:hpf::bursa; NE838,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,hpf::bursa, NE838,Mutant,,,SRR21198988
SRX17209975,PRJNA872515,SAMN30468654,,Virulence iModulon determination,TSB,TSB;Control;stat;JE2;WT,stat,JE2,Control,,0.98,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Control:Stationary:JE2:WT,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,WT,,Control,,,SRR21198987
SRX17209976,PRJNA872515,SAMN30468656,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;hpf::bursa,stat,JE2,Control,,1.17,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:hpf::bursa; NE838,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,hpf::bursa, NE838,Mutant,,,SRR21198986
SRX17209977,PRJNA872515,SAMN30468661,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;sigB::bursa,stat,JE2,Control,,1.06,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigB::bursa; NE1109,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,sigB::bursa, NE1109,Mutant,,,SRR21198985
SRX17209978,PRJNA872515,SAMN30468661,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;sigB::bursa,stat,JE2,Control,,1.06,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigB::bursa; NE1109,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,sigB::bursa, NE1109,Mutant,,,SRR21198984
SRX17209979,PRJNA872515,SAMN30468652,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;arlS::bursa,stat,JE2,Control,,1.04,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:arlS::bursa; NE1183,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,arlS::bursa, NE1183,Mutant,,,SRR21198983
SRX17209980,PRJNA872515,SAMN30468652,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;arlS::bursa,stat,JE2,Control,,1.04,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:arlS::bursa; NE1183,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,arlS::bursa, NE1183,Mutant,,,SRR21198982
SRX17209981,PRJNA872515,SAMN30468657,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;sarA::bursa,stat,JE2,Control,,0.98,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sarA::bursa; NE1193,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,sarA::bursa, NE1193,Mutant,,,SRR21198981
SRX17209982,PRJNA872515,SAMN30468657,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;sarA::bursa,stat,JE2,Control,,0.98,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sarA::bursa; NE1193,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,sarA::bursa, NE1193,Mutant,,,SRR21198980
SRX17209973,PRJNA872515,SAMN30468660,,Virulence iModulon determination,TSB,TSB;Mutant;stat;JE2;sigS::bursa,stat,JE2,Control,,0.89,,,,PAIRED,,,,,,,,,,,,,,,,,,,,TRUE,,Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigS::bursa; NE1246,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,TRUE,sigS::bursa, NE1246,Mutant,,,SRR21198989
ERX1222795,PRJEB11849,SAMEA3672563,,PRJEB11849,TSB,TSB:Mutant:exponential:HG001:delta-spdC,exponential,HG001,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,309786,1/23/2016 13:47,ERR1143985,ERP013265,ERS979712,Staphylococcus aureus subsp. aureus NCTC 8325,ERA535790,93061,,,,,,,spdC:TSB:Mutant:exponential:HG001:delta-spdC,TRUE,TRUE,,TRUE,,,spdC,PASTEUR INSTITUTE PARIS,,,,,,TRUE,,,Mutant,delta-spdC,,ERX1222795
ERX1222796,PRJEB11849,SAMEA3672564,,PRJEB11849,TSB,TSB:Mutant:exponential:HG001:delta-spdC,exponential,HG001,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,309786,1/23/2016 13:47,ERR1143986,ERP013265,ERS979713,Staphylococcus aureus subsp. aureus NCTC 8325,ERA535790,93061,,,,,,,spdC:TSB:Mutant:exponential:HG001:delta-spdC,TRUE,TRUE,,TRUE,,,spdC,PASTEUR INSTITUTE PARIS,,,,,,TRUE,,,Mutant,delta-spdC,,ERX1222796
ERX1222797,PRJEB11849,SAMEA3672565,,PRJEB11849,TSB,TSB:Mutant:exponential:HG001:delta-spdC,exponential,HG001,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,309786,1/23/2016 13:47,ERR1143987,ERP013265,ERS979714,Staphylococcus aureus subsp. aureus NCTC 8325,ERA535790,93061,,,,,,,spdC:TSB:Mutant:exponential:HG001:delta-spdC,TRUE,TRUE,,TRUE,,,spdC,PASTEUR INSTITUTE PARIS,,,,,,TRUE,,,Mutant,delta-spdC,,ERX1222797
ERX1222798,PRJEB11849,SAMEA3672566,,PRJEB11849,TSB,TSB:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,309786,1/23/2016 13:47,ERR1143988,ERP013265,ERS979715,Staphylococcus aureus subsp. aureus NCTC 8325,ERA535790,93061,,,,,,,spdC:TSB:Control:exponential:HG001:WT,TRUE,TRUE,,TRUE,,,spdC,PASTEUR INSTITUTE PARIS,,,,,,TRUE,,,Control,WT,,ERX1222798
ERX1222799,PRJEB11849,SAMEA3672567,,PRJEB11849,TSB,TSB:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,309786,1/23/2016 13:47,ERR1143989,ERP013265,ERS979716,Staphylococcus aureus subsp. aureus NCTC 8325,ERA535790,93061,,,,,,,spdC:TSB:Control:exponential:HG001:WT,TRUE,TRUE,,TRUE,,,spdC,PASTEUR INSTITUTE PARIS,,,,,,TRUE,,,Control,WT,,ERX1222799
ERX1222800,PRJEB11849,SAMEA3672568,,PRJEB11849,TSB,TSB:Control:exponential:HG001:WT,exponential,HG001,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,309786,1/23/2016 13:47,ERR1143990,ERP013265,ERS979717,Staphylococcus aureus subsp. aureus NCTC 8325,ERA535790,93061,,,,,,,spdC:TSB:Control:exponential:HG001:WT,TRUE,TRUE,,TRUE,,,spdC,PASTEUR INSTITUTE PARIS,,,,,,TRUE,,,Control,WT,,ERX1222800
ERX1409571,PRJEB13166,SAMEA3907572,,PRJEB13166,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,13,95,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,335966,8/1/2016 5:23,ERR1337989,ERP014706,ERS1094706,Staphylococcus aureus subsp. aureus str. Newman,ERA589914,426430,,,,,,,sapienic-acid:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,sapienic-acid,CGR Liverpool,,,,,,TRUE,,,Control,WT,,ERX1409571
ERX1409572,PRJEB13166,SAMEA3907573,,PRJEB13166,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,13,95,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,335966,8/1/2016 5:23,ERR1337990,ERP014706,ERS1094707,Staphylococcus aureus subsp. aureus str. Newman,ERA589914,426430,,,,,,,sapienic-acid:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,sapienic-acid,CGR Liverpool,,,,,,TRUE,,,Control,WT,,ERX1409572
ERX1409573,PRJEB13166,SAMEA3907574,,PRJEB13166,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,13,95,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,335966,8/1/2016 5:23,ERR1337991,ERP014706,ERS1094708,Staphylococcus aureus subsp. aureus str. Newman,ERA589914,426430,,,,,,,sapienic-acid:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,sapienic-acid,CGR Liverpool,,,,,,TRUE,,,Control,WT,,ERX1409573
ERX1409574,PRJEB13166,SAMEA3907575,,PRJEB13166,TSB,TSB:11.25uM_sapienic-acid:exponential:Newman:WT,exponential,Newman,Control,,,,13,95,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,335966,8/1/2016 5:23,ERR1337992,ERP014706,ERS1094709,Staphylococcus aureus subsp. aureus str. Newman,ERA589914,426430,,,,,,,sapienic-acid:TSB:11.25uM_sapienic-acid:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,sapienic-acid,CGR Liverpool,,,,,,TRUE,,,11.25uM_sapienic-acid,WT,,ERX1409574
ERX1409575,PRJEB13166,SAMEA3907576,,PRJEB13166,TSB,TSB:11.25uM_sapienic-acid:exponential:Newman:WT,exponential,Newman,Control,,,,13,95,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,335966,8/1/2016 5:23,ERR1337993,ERP014706,ERS1094710,Staphylococcus aureus subsp. aureus str. Newman,ERA589914,426430,,,,,,,sapienic-acid:TSB:11.25uM_sapienic-acid:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,sapienic-acid,CGR Liverpool,,,,,,TRUE,,,11.25uM_sapienic-acid,WT,,ERX1409575
ERX1409576,PRJEB13166,SAMEA3907577,,PRJEB13166,TSB,TSB:11.25uM_sapienic-acid:exponential:Newman:WT,exponential,Newman,Control,,,,13,95,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2000,ILLUMINA,,335966,8/1/2016 5:23,ERR1337994,ERP014706,ERS1094711,Staphylococcus aureus subsp. aureus str. Newman,ERA589914,426430,,,,,,,sapienic-acid:TSB:11.25uM_sapienic-acid:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,sapienic-acid,CGR Liverpool,,,,,,TRUE,,,11.25uM_sapienic-acid,WT,,ERX1409576
ERX2294567,PRJEB24365,SAMEA104467559,,PRJEB24365,THB,THB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,18,115,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,478749,7/3/2018 16:28,ERR2242409,ERP106183,ERS2085501,Staphylococcus aureus subsp. aureus str. Newman,ERA1179267,426430,,,,,,,squalene_challenge:THB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,squalene_challenge,CGR University of Liverpool,,,,,,TRUE,,,Control,WT,,ERX2294567
ERX2294568,PRJEB24365,SAMEA104467560,,PRJEB24365,THB,THB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,20,114,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,478749,7/3/2018 16:28,ERR2242410,ERP106183,ERS2085502,Staphylococcus aureus subsp. aureus str. Newman,ERA1179267,426430,,,,,,,squalene_challenge:THB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,squalene_challenge,CGR University of Liverpool,,,,,,TRUE,,,Control,WT,,ERX2294568
ERX2294569,PRJEB24365,SAMEA104467561,,PRJEB24365,THB,THB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,18,116,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,478749,7/3/2018 16:28,ERR2242411,ERP106183,ERS2085503,Staphylococcus aureus subsp. aureus str. Newman,ERA1179267,426430,,,,,,,squalene_challenge:THB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,squalene_challenge,CGR University of Liverpool,,,,,,TRUE,,,Control,WT,,ERX2294569
ERX2294570,PRJEB24365,SAMEA104467562,,PRJEB24365,THB,THB:1percent_squalene:exponential:Newman:WT,exponential,Newman,Control,,,,21,110,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,478749,7/3/2018 16:28,ERR2242412,ERP106183,ERS2085504,Staphylococcus aureus subsp. aureus str. Newman,ERA1179267,426430,,,,,,,squalene_challenge:THB:1percent_squalene:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,squalene_challenge,CGR University of Liverpool,,,,,,TRUE,,,1percent_squalene,WT,,ERX2294570
ERX2294571,PRJEB24365,SAMEA104467563,,PRJEB24365,THB,THB:1percent_squalene:exponential:Newman:WT,exponential,Newman,Control,,,,21,113,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,478749,7/3/2018 16:28,ERR2242413,ERP106183,ERS2085505,Staphylococcus aureus subsp. aureus str. Newman,ERA1179267,426430,,,,,,,squalene_challenge:THB:1percent_squalene:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,squalene_challenge,CGR University of Liverpool,,,,,,TRUE,,,1percent_squalene,WT,,ERX2294571
ERX2294572,PRJEB24365,SAMEA104467564,,PRJEB24365,THB,THB:1percent_squalene:exponential:Newman:WT,exponential,Newman,Control,,,,18,115,PAIRED,RT-PCR,TRANSCRIPTOMIC,RNA-Seq,,Illumina HiSeq 2500,ILLUMINA,,478749,7/3/2018 16:28,ERR2242414,ERP106183,ERS2085506,Staphylococcus aureus subsp. aureus str. Newman,ERA1179267,426430,,,,,,,squalene_challenge:THB:1percent_squalene:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,squalene_challenge,CGR University of Liverpool,,,,,,TRUE,,,1percent_squalene,WT,,ERX2294572
ERX2692709,PRJEB27527,SAMEA4773106,,PRJEB27527,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677724,ERP109616,ERS2593060,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Control,WT,,ERX2692709
ERX2692710,PRJEB27527,SAMEA4773107,,PRJEB27527,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677725,ERP109616,ERS2593061,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Control,WT,,ERX2692710
ERX2692711,PRJEB27527,SAMEA4773108,,PRJEB27527,TSB,TSB:Control:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677726,ERP109616,ERS2593062,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:Control:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,Control,WT,,ERX2692711
ERX2692712,PRJEB27527,SAMEA4773109,,PRJEB27527,TSB,TSB:mitomycin-30min:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677727,ERP109616,ERS2593063,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:mitomycin-30min:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,mitomycin-30min,WT,,ERX2692712
ERX2692713,PRJEB27527,SAMEA4773110,,PRJEB27527,TSB,TSB:mitomycin-30min:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677728,ERP109616,ERS2593064,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:mitomycin-30min:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,mitomycin-30min,WT,,ERX2692713
ERX2692714,PRJEB27527,SAMEA4773111,,PRJEB27527,TSB,TSB:mitomycin-30min:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677729,ERP109616,ERS2593065,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:mitomycin-30min:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,mitomycin-30min,WT,,ERX2692714
ERX2692715,PRJEB27527,SAMEA4773112,,PRJEB27527,TSB,TSB:mitomycin-60min:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677730,ERP109616,ERS2593066,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:mitomycin-60min:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,mitomycin-60min,WT,,ERX2692715
ERX2692716,PRJEB27527,SAMEA4773113,,PRJEB27527,TSB,TSB:mitomycin-60min:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677731,ERP109616,ERS2593067,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:mitomycin-60min:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,mitomycin-60min,WT,,ERX2692716
ERX2692717,PRJEB27527,SAMEA4773114,,PRJEB27527,TSB,TSB:mitomycin-60min:exponential:Newman:WT,exponential,Newman,Control,,,,0,0,SINGLE,unspecified,TRANSCRIPTOMIC,RNA-Seq,,NextSeq 500,ILLUMINA,,481299,7/15/2018 8:21,ERR2677732,ERP109616,ERS2593068,Staphylococcus aureus,ERA1533289,1280,,,,,,,colateral-transduction:TSB:mitomycin-60min:exponential:Newman:WT,TRUE,TRUE,,TRUE,,,colateral-transduction,"INSTITUTE OF INFECTION, IMMUNITY AND INFLAMMATION",,,,,,TRUE,,,mitomycin-60min,WT,,ERX2692717
