,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
6137,USA300HOU_RS07665,DQM91_RS07360,100.0,99,0,0,1,99,1,99,6.629999999999999e-68,195.0,99,1.0,<=>
6140,USA300HOU_RS07670,DQM91_RS07365,100.0,54,0,0,1,54,1,54,6.530000000000001e-35,108.0,54,1.0,<=>
6142,USA300HOU_RS07675,DQM91_RS07370,100.0,129,0,0,1,129,1,129,8.23e-93,260.0,129,1.0,<=>
6144,USA300HOU_RS07680,DQM91_RS07375,98.975,488,5,0,1,488,1,488,0.0,982.0,488,1.0,<=>
6147,USA300HOU_RS07685,DQM91_RS07380,99.843,636,1,0,1,636,1,636,0.0,1315.0,636,1.0,<=>
6149,USA300HOU_RS07690,DQM91_RS07385,97.917,96,2,0,1,96,1,96,7.53e-66,189.0,96,1.0,<=>
6150,USA300HOU_RS07695,DQM91_RS07390,99.431,527,3,0,1,527,1,527,0.0,1077.0,527,1.0,<=>
6151,USA300HOU_RS07700,DQM91_RS07395,100.0,274,0,0,1,274,1,274,0.0,554.0,274,1.0,<=>
6152,USA300HOU_RS07705,DQM91_RS07400,98.354,2066,34,0,1,2066,1,2066,0.0,4131.0,2066,1.0,<=>
6159,USA300HOU_RS07710,DQM91_RS07405,100.0,52,0,0,1,52,1,52,3.8e-33,103.0,52,1.0,<=>
6160,USA300HOU_RS07715,DQM91_RS07410,100.0,116,0,0,1,116,1,116,2.68e-81,230.0,116,1.0,<=>
6161,USA300HOU_RS07720,DQM91_RS07415,99.338,151,1,0,1,151,1,151,2.45e-107,298.0,151,1.0,<=>
6162,USA300HOU_RS07725,DQM91_RS07420,100.0,213,0,0,1,213,1,213,5.58e-159,434.0,213,1.0,<=>
6163,USA300HOU_RS07730,DQM91_RS07425,100.0,131,0,0,1,131,1,131,5.45e-94,263.0,131,1.0,<=>
6164,USA300HOU_RS07735,DQM91_RS07430,100.0,133,0,0,1,133,1,133,6.560000000000001e-97,271.0,133,1.0,<=>
6165,USA300HOU_RS07740,DQM91_RS07435,100.0,110,0,0,1,110,1,110,6.29e-80,226.0,110,1.0,<=>
6167,USA300HOU_RS07745,DQM91_RS07440,100.0,92,0,0,1,92,1,92,1.6200000000000003e-64,186.0,92,1.0,<=>
6168,USA300HOU_RS07750,DQM91_RS07445,100.0,387,0,0,1,387,1,387,0.0,793.0,387,1.0,<=>
6169,USA300HOU_RS07755,DQM91_RS07450,100.0,257,0,0,1,257,1,257,0.0,521.0,257,1.0,<=>
6171,USA300HOU_RS07760,DQM91_RS07455,99.272,412,3,0,1,412,1,412,0.0,838.0,412,1.0,<=>
6173,USA300HOU_RS07765,DQM91_RS07460,97.336,563,15,0,1,563,1,563,0.0,1139.0,563,1.0,<=>
6175,USA300HOU_RS07770,DQM91_RS07465,100.0,101,0,0,1,101,1,101,9.75e-72,204.0,101,1.0,<=>
6176,USA300HOU_RS07775,DQM91_RS07470,97.115,104,3,0,1,104,1,104,1.28e-72,207.0,104,1.0,<=>
6178,USA300HOU_RS07780,DQM91_RS07475,91.034,145,13,0,1,145,1,145,7.480000000000001e-97,271.0,145,1.0,<=>
6179,USA300HOU_RS07785,DQM91_RS07480,98.462,455,7,0,1,455,1,455,0.0,928.0,455,1.0,<=>
6180,USA300HOU_RS07790,DQM91_RS07485,98.958,96,1,0,1,96,1,96,1.32e-69,199.0,96,1.0,<=>
6181,USA300HOU_RS07795,DQM91_RS07490,93.75,32,2,0,1,32,1,32,2.42e-18,65.1,32,1.0,<=>
6182,USA300HOU_RS07800,DQM91_RS07495,98.773,815,10,0,1,815,1,815,0.0,1685.0,815,1.0,<=>
6183,USA300HOU_RS07805,DQM91_RS07500,96.97,66,2,0,1,66,1,66,1.2999999999999998e-42,129.0,66,1.0,<=>
6185,USA300HOU_RS07810,DQM91_RS07505,94.0,50,3,0,1,50,1,50,1.02e-31,100.0,50,1.0,<=>
6191,USA300HOU_RS07835,DQM91_RS10885,97.191,178,5,0,1,178,1,178,8.160000000000001e-129,355.0,178,1.0,<=>
6192,USA300HOU_RS07840,DQM91_RS10160,84.81,79,12,0,1,79,1,79,2.26e-45,137.0,82,0.9634146341463414,<=>
6198,USA300HOU_RS07850,DQM91_RS07555,92.424,66,5,0,1,66,1,66,1.94e-41,125.0,66,1.0,<=>
6199,USA300HOU_RS07855,DQM91_RS07560,94.118,85,5,0,1,85,1,85,2.82e-59,172.0,85,1.0,<=>
6200,USA300HOU_RS07860,DQM91_RS07565,96.992,133,4,0,1,133,1,133,4.98e-93,261.0,133,1.0,<=>
6203,USA300HOU_RS07865,DQM91_RS07570,100.0,61,0,0,1,61,1,61,3.91e-40,122.0,61,1.0,<=>
6206,USA300HOU_RS07870,DQM91_RS07575,98.462,650,10,0,1,650,1,650,0.0,1337.0,650,1.0,<=>
6207,USA300HOU_RS07875,DQM91_RS07580,98.919,185,2,0,1,185,1,185,1.45e-135,373.0,185,1.0,<=>
6208,USA300HOU_RS07880,DQM91_RS07585,95.619,388,17,0,1,388,1,388,0.0,770.0,388,1.0,<=>
6209,USA300HOU_RS07885,DQM91_RS07590,97.5,120,3,0,1,120,1,120,2.56e-81,230.0,120,1.0,<=>
6210,USA300HOU_RS07890,DQM91_RS10235,90.698,86,8,0,9,94,1,86,1.62e-56,166.0,94,0.9148936170212766,<=>
6213,USA300HOU_RS07910,DQM91_RS07605,96.552,87,3,0,1,87,1,87,9.08e-61,176.0,87,1.0,<=>
6214,USA300HOU_RS07915,DQM91_RS07610,69.014,71,22,0,1,71,1,71,8.99e-29,94.4,71,1.0,<=>
6219,USA300HOU_RS07950,DQM91_RS11035,89.583,48,5,0,1,48,1,48,5.96e-26,85.5,48,1.0,<=>
6221,USA300HOU_RS07955,DQM91_RS11040,95.588,204,9,0,1,204,1,204,1.4100000000000001e-129,359.0,204,1.0,<=>
6223,USA300HOU_RS07960,DQM91_RS07665,99.002,401,4,0,1,401,1,401,0.0,803.0,401,1.0,<=>
6231,USA300HOU_RS07970,DQM91_RS07675,100.0,309,0,0,1,309,1,309,0.0,632.0,309,1.0,<=>
6236,USA300HOU_RS07975,DQM91_RS07680,100.0,583,0,0,1,583,1,583,0.0,1196.0,583,1.0,<=>
6246,USA300HOU_RS07980,DQM91_RS07685,100.0,241,0,0,1,241,1,241,0.0,497.0,241,1.0,<=>
6260,USA300HOU_RS07985,DQM91_RS07690,100.0,245,0,0,1,245,1,245,0.0,493.0,245,1.0,<=>
6262,USA300HOU_RS07990,DQM91_RS07695,100.0,180,0,0,1,180,1,180,4.539999999999999e-131,361.0,180,1.0,<=>
6263,USA300HOU_RS07995,DQM91_RS07700,100.0,243,0,0,1,243,1,243,0.0,499.0,243,1.0,<=>
6264,USA300HOU_RS08000,DQM91_RS07705,100.0,168,0,0,1,168,1,168,3.8299999999999996e-126,347.0,168,1.0,<=>
6265,USA300HOU_RS08005,DQM91_RS07710,100.0,295,0,0,1,295,1,295,0.0,610.0,295,1.0,<=>
6271,USA300HOU_RS08010,DQM91_RS07715,100.0,149,0,0,1,149,1,149,7.810000000000001e-110,305.0,149,1.0,<=>
6274,USA300HOU_RS08015,DQM91_RS07720,100.0,180,0,0,1,180,1,180,3.3300000000000006e-132,364.0,180,1.0,<=>
6275,USA300HOU_RS08020,DQM91_RS07725,100.0,302,0,0,1,302,1,302,0.0,611.0,302,1.0,<=>
6281,USA300HOU_RS08025,DQM91_RS07730,100.0,82,0,0,1,82,1,82,6.57e-57,166.0,82,1.0,<=>
6282,USA300HOU_RS08030,DQM91_RS07735,100.0,251,0,0,1,251,1,251,0.0,524.0,251,1.0,<=>
6286,USA300HOU_RS08035,DQM91_RS07740,100.0,271,0,0,1,271,1,271,0.0,560.0,271,1.0,<=>
6287,USA300HOU_RS08040,DQM91_RS07745,100.0,306,0,0,1,306,1,306,0.0,633.0,306,1.0,<=>
6289,USA300HOU_RS08045,DQM91_RS07750,100.0,494,0,0,1,494,1,494,0.0,1027.0,494,1.0,<=>
6290,USA300HOU_RS08050,DQM91_RS07755,99.653,288,1,0,10,297,1,288,0.0,591.0,297,0.9696969696969697,<=>
6292,USA300HOU_RS08055,DQM91_RS07760,100.0,549,0,0,1,549,1,549,0.0,1133.0,549,1.0,<=>
6294,USA300HOU_RS08060,DQM91_RS07765,100.0,339,0,0,1,339,1,339,0.0,692.0,339,1.0,<=>
6298,USA300HOU_RS08065,DQM91_RS07770,100.0,84,0,0,1,84,1,84,1.67e-56,165.0,84,1.0,<=>
6299,USA300HOU_RS08070,DQM91_RS07775,100.0,123,0,0,1,123,1,123,4.0699999999999995e-90,253.0,123,1.0,<=>
6300,USA300HOU_RS08075,DQM91_RS07780,100.0,468,0,0,1,468,1,468,0.0,966.0,468,1.0,<=>
6301,USA300HOU_RS08080,DQM91_RS07785,99.735,377,1,0,1,377,1,377,0.0,758.0,377,1.0,<=>
6305,USA300HOU_RS08085,DQM91_RS07790,100.0,59,0,0,1,59,1,59,5.2e-34,106.0,59,1.0,<=>
6306,USA300HOU_RS08090,DQM91_RS07795,100.0,326,0,0,1,326,1,326,0.0,656.0,326,1.0,<=>
6307,USA300HOU_RS08095,DQM91_RS07800,100.0,145,0,0,1,145,1,145,3.37e-110,305.0,145,1.0,<=>
6309,USA300HOU_RS08100,DQM91_RS07805,99.764,424,1,0,1,424,1,424,0.0,870.0,424,1.0,<=>
6312,USA300HOU_RS08105,DQM91_RS07810,100.0,327,0,0,1,327,1,327,0.0,674.0,327,1.0,<=>
6314,USA300HOU_RS08110,DQM91_RS07815,100.0,330,0,0,1,330,1,330,0.0,681.0,330,1.0,<=>
6316,USA300HOU_RS08115,DQM91_RS07820,100.0,473,0,0,1,473,1,473,0.0,959.0,473,1.0,<=>
6323,USA300HOU_RS08120,DQM91_RS07825,99.821,559,1,0,1,559,1,559,0.0,1123.0,559,1.0,<=>
6325,USA300HOU_RS08125,DQM91_RS07830,100.0,150,0,0,1,150,1,150,3.21e-110,306.0,150,1.0,<=>
6327,USA300HOU_RS08130,DQM91_RS07835,100.0,293,0,0,1,293,1,293,0.0,593.0,293,1.0,<=>
6329,USA300HOU_RS08135,DQM91_RS07840,100.0,76,0,0,1,76,1,76,3.98e-50,148.0,76,1.0,<=>
6330,USA300HOU_RS08140,DQM91_RS07845,100.0,445,0,0,1,445,1,445,0.0,915.0,445,1.0,<=>
6331,USA300HOU_RS08145,DQM91_RS07850,99.225,129,1,0,1,129,1,129,1.25e-93,262.0,129,1.0,<=>
6333,USA300HOU_RS08150,DQM91_RS07855,100.0,120,0,0,1,120,1,120,1.26e-84,239.0,120,1.0,<=>
6335,USA300HOU_RS08155,DQM91_RS07860,100.0,451,0,0,1,451,1,451,0.0,929.0,451,1.0,<=>
6341,USA300HOU_RS08160,DQM91_RS07865,100.0,154,0,0,1,154,1,154,3.29e-111,308.0,154,1.0,<=>
6344,USA300HOU_RS08165,DQM91_RS07870,100.0,185,0,0,1,185,1,185,7.01e-138,379.0,185,1.0,<=>
6345,USA300HOU_RS08170,DQM91_RS07875,100.0,353,0,0,1,353,1,353,0.0,719.0,353,1.0,<=>
6348,USA300HOU_RS08175,DQM91_RS07880,100.0,193,0,0,1,193,1,193,3.4e-135,372.0,193,1.0,<=>
6349,USA300HOU_RS08180,DQM91_RS07885,100.0,72,0,0,1,72,1,72,3.08e-46,138.0,72,1.0,<=>
6350,USA300HOU_RS08185,DQM91_RS07890,99.638,276,1,0,1,276,1,276,0.0,570.0,276,1.0,<=>
6354,USA300HOU_RS08190,DQM91_RS07895,100.0,128,0,0,1,128,1,128,2.09e-93,261.0,128,1.0,<=>
6358,USA300HOU_RS08195,DQM91_RS07900,100.0,490,0,0,1,490,1,490,0.0,1009.0,490,1.0,<=>
6361,USA300HOU_RS08200,DQM91_RS07905,100.0,448,0,0,1,448,1,448,0.0,924.0,448,1.0,<=>
6362,USA300HOU_RS08205,DQM91_RS07910,100.0,363,0,0,1,363,1,363,0.0,745.0,363,1.0,<=>
6363,USA300HOU_RS08210,DQM91_RS07915,100.0,174,0,0,1,174,1,174,2.47e-129,356.0,174,1.0,<=>
6364,USA300HOU_RS08215,DQM91_RS07920,100.0,48,0,0,1,48,1,48,6.59e-30,95.5,48,1.0,<=>
6365,USA300HOU_RS08220,DQM91_RS07925,100.0,165,0,0,1,165,1,165,1.28e-116,323.0,165,1.0,<=>
6366,USA300HOU_RS08225,DQM91_RS07930,100.0,99,0,0,8,106,1,99,3.83e-69,198.0,106,0.9339622641509434,<=>
6367,USA300HOU_RS08230,DQM91_RS07935,99.324,148,1,0,1,148,1,148,1.15e-102,286.0,148,1.0,<=>
6368,USA300HOU_RS08235,DQM91_RS07940,100.0,103,0,0,1,103,1,103,8.650000000000001e-73,207.0,103,1.0,<=>
6369,USA300HOU_RS08245,DQM91_RS07950,100.0,324,0,0,1,324,1,324,0.0,664.0,324,1.0,<=>
6370,USA300HOU_RS08250,DQM91_RS07955,100.0,207,0,0,1,207,1,207,9.89e-152,416.0,207,1.0,<=>
6374,USA300HOU_RS08255,DQM91_RS07960,100.0,109,0,0,1,109,1,109,1.52e-78,223.0,109,1.0,<=>
6375,USA300HOU_RS08260,DQM91_RS07965,100.0,328,0,0,1,328,1,328,0.0,665.0,328,1.0,<=>
6377,USA300HOU_RS08265,DQM91_RS07970,100.0,67,0,0,1,67,1,67,1.18e-44,134.0,67,1.0,<=>
6378,USA300HOU_RS08270,DQM91_RS07975,99.795,487,1,0,1,487,1,487,0.0,987.0,487,1.0,<=>
6379,USA300HOU_RS08275,DQM91_RS07980,100.0,179,0,0,1,179,1,179,6.26e-135,370.0,179,1.0,<=>
6380,USA300HOU_RS08280,DQM91_RS07985,100.0,49,0,0,1,49,1,49,3.34e-32,101.0,49,1.0,<=>
6383,USA300HOU_RS08285,DQM91_RS07990,99.711,691,2,0,1,691,1,691,0.0,1407.0,691,1.0,<=>
6386,USA300HOU_RS08290,DQM91_RS07995,100.0,199,0,0,1,199,1,199,1.08e-149,410.0,199,1.0,<=>
6388,USA300HOU_RS08295,DQM91_RS08000,100.0,136,0,0,1,136,1,136,2.6e-100,280.0,136,1.0,<=>
6391,USA300HOU_RS08300,DQM91_RS08005,100.0,287,0,0,1,287,1,287,0.0,548.0,287,1.0,<=>
6395,USA300HOU_RS08305,DQM91_RS08010,100.0,261,0,0,1,261,1,261,0.0,533.0,261,1.0,<=>
6461,USA300HOU_RS08310,DQM91_RS08015,100.0,296,0,0,1,296,1,296,0.0,608.0,296,1.0,<=>
6462,USA300HOU_RS08315,DQM91_RS08020,100.0,448,0,0,1,448,1,448,0.0,920.0,448,1.0,<=>
6469,USA300HOU_RS08320,DQM91_RS08025,100.0,366,0,0,1,366,1,366,0.0,751.0,366,1.0,<=>
6470,USA300HOU_RS08325,DQM91_RS08030,100.0,225,0,0,1,225,1,225,5.52e-168,458.0,225,1.0,<=>
6471,USA300HOU_RS08330,DQM91_RS08035,100.0,368,0,0,1,368,1,368,0.0,741.0,368,1.0,<=>
6473,USA300HOU_RS08335,DQM91_RS08040,100.0,599,0,0,1,599,1,599,0.0,1234.0,599,1.0,<=>
6474,USA300HOU_RS08340,DQM91_RS08045,100.0,272,0,0,1,272,1,272,0.0,549.0,272,1.0,<=>
6475,USA300HOU_RS08345,DQM91_RS08050,100.0,207,0,0,1,207,1,207,2.12e-154,422.0,207,1.0,<=>
6476,USA300HOU_RS08350,DQM91_RS08055,100.0,463,0,0,1,463,1,463,0.0,965.0,463,1.0,<=>
6477,USA300HOU_RS08355,DQM91_RS08060,100.0,248,0,0,1,248,1,248,0.0,511.0,248,1.0,<=>
6478,USA300HOU_RS08360,DQM91_RS08065,99.666,299,1,0,1,299,1,299,0.0,604.0,299,1.0,<=>
6485,USA300HOU_RS08365,DQM91_RS08070,100.0,134,0,0,1,134,1,134,4.71e-101,281.0,134,1.0,<=>
6486,USA300HOU_RS08370,DQM91_RS08075,100.0,114,0,0,1,114,1,114,5.51e-76,216.0,114,1.0,<=>
6487,USA300HOU_RS08375,DQM91_RS08080,100.0,155,0,0,1,155,1,155,5.0599999999999996e-114,316.0,155,1.0,<=>
6488,USA300HOU_RS08380,DQM91_RS08085,100.0,315,0,0,1,315,1,315,0.0,638.0,315,1.0,<=>
6489,USA300HOU_RS08385,DQM91_RS08090,100.0,232,0,0,1,232,1,232,8.029999999999999e-168,458.0,232,1.0,<=>
6490,USA300HOU_RS08390,DQM91_RS08095,100.0,329,0,0,1,329,1,329,0.0,657.0,329,1.0,<=>
6491,USA300HOU_RS08395,DQM91_RS08100,100.0,227,0,0,1,227,1,227,1.13e-162,445.0,227,1.0,<=>
6492,USA300HOU_RS08400,DQM91_RS08105,100.0,58,0,0,1,58,1,58,4.1500000000000004e-35,109.0,58,1.0,<=>
6493,USA300HOU_RS08405,DQM91_RS08110,100.0,448,0,0,1,448,1,448,0.0,931.0,448,1.0,<=>
6496,USA300HOU_RS08410,DQM91_RS08115,100.0,250,0,0,1,250,1,250,0.0,512.0,250,1.0,<=>
6497,USA300HOU_RS08415,DQM91_RS08120,100.0,312,0,0,1,312,1,312,0.0,644.0,312,1.0,<=>
6498,USA300HOU_RS08420,DQM91_RS08125,100.0,379,0,0,1,379,1,379,0.0,774.0,379,1.0,<=>
6499,USA300HOU_RS08425,DQM91_RS08130,100.0,610,0,0,1,610,1,610,0.0,1221.0,610,1.0,<=>
6500,USA300HOU_RS08430,DQM91_RS08135,100.0,208,0,0,1,208,1,208,1.08e-151,416.0,208,1.0,<=>
6501,USA300HOU_RS08435,DQM91_RS08140,100.0,325,0,0,1,325,1,325,0.0,653.0,325,1.0,<=>
6502,USA300HOU_RS08440,DQM91_RS08145,99.733,374,1,0,1,374,1,374,0.0,771.0,374,1.0,<=>
6503,USA300HOU_RS08450,DQM91_RS08155,100.0,607,0,0,1,607,1,607,0.0,1234.0,607,1.0,<=>
6512,USA300HOU_RS08455,DQM91_RS08160,100.0,83,0,0,1,83,1,83,4.42e-53,156.0,83,1.0,<=>
6513,USA300HOU_RS08460,DQM91_RS08165,100.0,324,0,0,1,324,1,324,0.0,651.0,324,1.0,<=>
6514,USA300HOU_RS08465,DQM91_RS08170,99.58,715,3,0,1,715,19,733,0.0,1425.0,715,1.0,<=>
6515,USA300HOU_RS08470,DQM91_RS08175,100.0,153,0,0,1,153,1,153,1.4599999999999999e-115,320.0,153,1.0,<=>
6518,USA300HOU_RS08475,DQM91_RS08180,100.0,228,0,0,1,228,1,228,2.9799999999999997e-170,464.0,228,1.0,<=>
6520,USA300HOU_RS08480,DQM91_RS08185,100.0,238,0,0,1,238,1,238,0.0,492.0,238,1.0,<=>
6522,USA300HOU_RS08485,DQM91_RS08190,100.0,117,0,0,1,117,1,117,7.830000000000001e-85,239.0,117,1.0,<=>
6523,USA300HOU_RS08490,DQM91_RS08195,100.0,194,0,0,1,194,1,194,4.55e-145,397.0,194,1.0,<=>
6524,USA300HOU_RS08495,DQM91_RS08200,100.0,189,0,0,1,189,1,189,4.77e-143,392.0,189,1.0,<=>
6525,USA300HOU_RS08500,DQM91_RS08205,100.0,96,0,0,1,96,1,96,5.68e-68,195.0,96,1.0,<=>
6526,USA300HOU_RS08505,DQM91_RS08210,100.0,268,0,0,1,268,1,268,0.0,546.0,268,1.0,<=>
6527,USA300HOU_RS08510,DQM91_RS08215,100.0,366,0,0,1,366,1,366,0.0,744.0,366,1.0,<=>
6531,USA300HOU_RS08515,DQM91_RS08220,100.0,175,0,0,1,175,1,175,1.72e-129,357.0,175,1.0,<=>
6533,USA300HOU_RS08520,DQM91_RS08225,100.0,228,0,0,1,228,1,228,3.33e-168,459.0,228,1.0,<=>
6536,USA300HOU_RS08530,DQM91_RS08230,100.0,89,0,0,1,89,1,89,8.230000000000001e-58,169.0,89,1.0,<=>
6537,USA300HOU_RS08535,DQM91_RS08235,99.573,234,1,0,1,234,17,250,9.61e-175,476.0,234,1.0,<=>
6538,USA300HOU_RS08540,DQM91_RS08240,100.0,406,0,0,1,406,1,406,0.0,822.0,406,1.0,<=>
6539,USA300HOU_RS08545,DQM91_RS08245,100.0,409,0,0,1,409,1,409,0.0,793.0,409,1.0,<=>
6541,USA300HOU_RS08550,DQM91_RS08250,100.0,250,0,0,1,250,1,250,0.0,512.0,250,1.0,<=>
6542,USA300HOU_RS08555,DQM91_RS08255,100.0,453,0,0,1,453,1,453,0.0,934.0,453,1.0,<=>
6549,USA300HOU_RS08560,DQM91_RS08260,100.0,149,0,0,1,149,1,149,4.0700000000000003e-107,298.0,149,1.0,<=>
6553,USA300HOU_RS08565,DQM91_RS08265,100.0,336,0,0,1,336,1,336,0.0,685.0,336,1.0,<=>
6555,USA300HOU_RS08570,DQM91_RS08270,100.0,244,0,0,1,244,1,244,0.0,502.0,244,1.0,<=>
6557,USA300HOU_RS08575,DQM91_RS08275,100.0,158,0,0,1,158,1,158,1.88e-114,317.0,158,1.0,<=>
6558,USA300HOU_RS08580,DQM91_RS08280,100.0,207,0,0,1,207,1,207,1.72e-154,422.0,207,1.0,<=>
6559,USA300HOU_RS08585,DQM91_RS08285,100.0,422,0,0,1,422,1,422,0.0,879.0,422,1.0,<=>
6561,USA300HOU_RS08590,DQM91_RS08290,100.0,307,0,0,1,307,1,307,0.0,639.0,307,1.0,<=>
6563,USA300HOU_RS08595,DQM91_RS08295,100.0,212,0,0,1,212,1,212,1.7699999999999999e-158,433.0,212,1.0,<=>
6564,USA300HOU_RS08600,DQM91_RS08300,100.0,102,0,0,1,102,1,102,8.570000000000001e-70,200.0,102,1.0,<=>
6565,USA300HOU_RS08605,DQM91_RS08305,100.0,142,0,0,1,142,1,142,1.4e-103,288.0,142,1.0,<=>
6566,USA300HOU_RS08610,DQM91_RS08310,100.0,86,0,0,1,86,1,86,5.57e-61,176.0,86,1.0,<=>
6567,USA300HOU_RS08615,DQM91_RS08315,100.0,876,0,0,1,876,1,876,0.0,1810.0,876,1.0,<=>
6569,USA300HOU_RS08620,DQM91_RS08320,100.0,825,0,0,1,825,1,825,0.0,1696.0,825,1.0,<=>
6570,USA300HOU_RS08625,DQM91_RS08325,100.0,222,0,0,1,222,1,222,4.799999999999999e-165,450.0,222,1.0,<=>
6571,USA300HOU_RS08630,DQM91_RS08330,100.0,372,0,0,1,372,1,372,0.0,773.0,372,1.0,<=>
6572,USA300HOU_RS08635,DQM91_RS08335,100.0,380,0,0,1,380,1,380,0.0,781.0,380,1.0,<=>
6576,USA300HOU_RS08640,DQM91_RS08340,99.703,337,1,0,1,337,1,337,0.0,699.0,337,1.0,<=>
6578,USA300HOU_RS08645,DQM91_RS08345,100.0,48,0,0,1,48,1,48,7.68e-28,90.1,48,1.0,<=>
6579,USA300HOU_RS08650,DQM91_RS08350,96.667,60,2,0,1,60,1,60,1.07e-35,110.0,60,1.0,<=>
6581,USA300HOU_RS08655,DQM91_RS08355,100.0,140,0,0,1,140,1,140,1.22e-101,283.0,140,1.0,<=>
6582,USA300HOU_RS08660,DQM91_RS08360,100.0,424,0,0,1,424,1,424,0.0,871.0,424,1.0,<=>
6588,USA300HOU_RS08665,DQM91_RS08365,100.0,257,0,0,1,257,1,257,0.0,526.0,257,1.0,<=>
6590,USA300HOU_RS08670,DQM91_RS08370,100.0,42,0,0,1,42,1,42,1.5700000000000001e-26,86.7,42,1.0,<=>
6591,USA300HOU_RS08675,DQM91_RS08380,99.83,588,1,0,1,588,1,588,0.0,1205.0,588,1.0,<=>
6596,USA300HOU_RS08680,DQM91_RS08385,100.0,420,0,0,1,420,1,420,0.0,870.0,420,1.0,<=>
6598,USA300HOU_RS08685,DQM91_RS08390,99.656,291,1,0,1,291,1,291,0.0,592.0,291,1.0,<=>
6600,USA300HOU_RS08690,DQM91_RS08395,100.0,150,0,0,1,150,1,150,2.21e-110,306.0,150,1.0,<=>
6601,USA300HOU_RS08695,DQM91_RS08400,100.0,729,0,0,1,729,1,729,0.0,1505.0,729,1.0,<=>
6603,USA300HOU_RS08700,DQM91_RS08405,100.0,172,0,0,1,172,1,172,2.5e-124,343.0,172,1.0,<=>
6605,USA300HOU_RS08705,DQM91_RS08410,100.0,757,0,0,1,757,1,757,0.0,1558.0,757,1.0,<=>
6606,USA300HOU_RS08710,DQM91_RS08415,100.0,759,0,0,1,759,1,759,0.0,1505.0,759,1.0,<=>
6607,USA300HOU_RS08715,DQM91_RS08420,100.0,86,0,0,1,86,1,86,1.93e-60,175.0,86,1.0,<=>
6608,USA300HOU_RS08720,DQM91_RS08425,100.0,379,0,0,1,379,1,379,0.0,797.0,379,1.0,<=>
6609,USA300HOU_RS08725,DQM91_RS08430,100.0,341,0,0,1,341,1,341,0.0,705.0,341,1.0,<=>
6610,USA300HOU_RS08730,DQM91_RS08435,100.0,334,0,0,1,334,1,334,0.0,678.0,334,1.0,<=>
6612,USA300HOU_RS08735,DQM91_RS08440,100.0,200,0,0,1,200,1,200,7.24e-148,405.0,200,1.0,<=>
6613,USA300HOU_RS08740,DQM91_RS08445,100.0,151,0,0,1,151,1,151,2.1500000000000002e-107,299.0,151,1.0,<=>
6614,USA300HOU_RS08745,DQM91_RS08450,100.0,430,0,0,1,430,1,430,0.0,868.0,430,1.0,<=>
6617,USA300HOU_RS08750,DQM91_RS08455,100.0,94,0,0,1,94,1,94,9.800000000000001e-65,186.0,94,1.0,<=>
6618,USA300HOU_RS08755,DQM91_RS08460,100.0,106,0,0,1,106,1,106,9.36e-76,215.0,106,1.0,<=>
6619,USA300HOU_RS08760,DQM91_RS08465,100.0,102,0,0,1,102,1,102,8.54e-71,202.0,102,1.0,<=>
6620,USA300HOU_RS08765,DQM91_RS08470,100.0,176,0,0,1,176,1,176,1.95e-121,336.0,176,1.0,<=>
6621,USA300HOU_RS08770,DQM91_RS08475,100.0,280,0,0,1,280,1,280,0.0,565.0,280,1.0,<=>
6622,USA300HOU_RS08775,DQM91_RS08480,100.0,39,0,0,1,39,1,39,5.72e-22,74.7,39,1.0,<=>
6623,USA300HOU_RS08780,DQM91_RS08485,100.0,157,0,0,1,157,1,157,5.37e-116,321.0,157,1.0,<=>
6624,USA300HOU_RS15345,DQM91_RS08490,100.0,65,0,0,1,65,1,65,7.74e-40,121.0,65,1.0,<=>
6625,USA300HOU_RS08785,DQM91_RS08495,100.0,94,0,0,1,94,1,94,2.86e-62,180.0,94,1.0,<=>
6626,USA300HOU_RS08790,DQM91_RS08500,100.0,223,0,0,1,223,6,228,1.7599999999999999e-165,452.0,223,1.0,<=>
6627,USA300HOU_RS08795,DQM91_RS08505,100.0,235,0,0,1,235,1,235,9.36e-169,461.0,235,1.0,<=>
6628,USA300HOU_RS08805,DQM91_RS08515,100.0,423,0,0,1,423,1,423,0.0,860.0,423,1.0,<=>
6630,USA300HOU_RS08810,DQM91_RS08520,100.0,876,0,0,1,876,1,876,0.0,1807.0,876,1.0,<=>
6636,USA300HOU_RS08815,DQM91_RS08525,100.0,186,0,0,1,186,1,186,1.23e-141,388.0,186,1.0,<=>
6637,USA300HOU_RS08820,DQM91_RS08530,100.0,357,0,0,1,357,1,357,0.0,701.0,357,1.0,<=>
6638,USA300HOU_RS08825,DQM91_RS08535,100.0,33,0,0,1,33,1,33,2.98e-20,70.1,33,1.0,<=>
6639,USA300HOU_RS08830,DQM91_RS08540,100.0,428,0,0,1,428,1,428,0.0,877.0,428,1.0,<=>
6645,USA300HOU_RS08835,DQM91_RS08545,100.0,324,0,0,1,324,1,324,0.0,670.0,324,1.0,<=>
6646,USA300HOU_RS08840,DQM91_RS08550,100.0,222,0,0,1,222,1,222,4.84e-167,455.0,222,1.0,<=>
6647,USA300HOU_RS08845,DQM91_RS08555,100.0,308,0,0,1,308,1,308,0.0,630.0,308,1.0,<=>
