CompId	Annotation	NumberOfNodes	EValue
127	SAOUHSC_02274;DBGWAS_general_tag=ABC_transporter_ATP-binding_protein	1	1.780000e-12
128	TCH1516intergenic_1795627-1796125	24	5.150000e-37
128	NCTC8325intergenic_1698240-1698738	25	5.150000e-37
129	USA300HOU_RS07190;DBGWAS_general_tag=hypothetical_protein	21	1.520000e-85
129	SAOUHSC_01413;DBGWAS_general_tag=hypothetical_protein	21	1.520000e-85
130	USA300HOU_RS10615;DBGWAS_general_tag=phage_tail_tape_measure_protein	32	1.820000e-36
130	SAOUHSC_02182;DBGWAS_general_tag=tail_length_tape_measure_protein	35	3.070000e-29
131	USA300HOU_RS13540;DBGWAS_general_tag=transcriptional_regulator	19	1.320000e-26
131	SAOUHSC_02800;DBGWAS_general_tag=hypothetical_protein	20	1.320000e-26
132	USA300HOU_RS03915;DBGWAS_general_tag=5\'-3\'-deoxyribonucleotidase	32	1.320000e-26
132	SAOUHSC_00734;DBGWAS_general_tag=hypothetical_protein	33	1.320000e-26
133	USA300HOU_RS02655;DBGWAS_general_tag=lysine--tRNA_ligase	24	3.340000e-66
133	SAOUHSC_00493;DBGWAS_general_tag=lysyl-tRNA_synthetase	26	3.340000e-66
134	USA300HOU_RS02515;DBGWAS_general_tag=ribonuclease_M5	27	1.320000e-26
134	SAOUHSC_00463;DBGWAS_general_tag=hypothetical_protein	25	1.320000e-26
135	USA300HOU_RS07370;DBGWAS_general_tag=hypothetical_protein	31	1.600000e-37
135	SAOUHSC_01455;DBGWAS_general_tag=hypothetical_protein	31	1.600000e-37
136	SAOUHSC_02205;DBGWAS_general_tag=hypothetical_protein	27	6.130000e-25
136	USA300HOU_RS07835;DBGWAS_general_tag=hypothetical_protein	26	6.130000e-25
137	USA300HOU_RS13270;DBGWAS_general_tag=glycine/betaine_ABC_transporter_ATP-binding_protein	21	2.810000e-72
137	SAOUHSC_02744;DBGWAS_general_tag=amino_acid_ABC_transporter_ATP-binding_protein	21	2.810000e-72
138	TCH1516intergenic_1925451-1925682	9	1.320000e-26
138	SAOUHSC_01920;DBGWAS_general_tag=hypothetical_protein	18	3.750000e-27
138	USA300HOU_RS09550;DBGWAS_general_tag=hypothetical_protein	11	3.750000e-27
139	TCH1516intergenic_1957988-1958786	21	6.130000e-25
139	NCTC8325intergenic_1860900-1861728	21	6.130000e-25
139	USA300HOU_RS09725;DBGWAS_general_tag=hypothetical_protein	9	1.320000e-26
139	SAOUHSC_01956;DBGWAS_general_tag=hypothetical_protein	9	1.320000e-26
140	SAOUHSC_02570;DBGWAS_general_tag=hypothetical_protein	27	1.320000e-26
140	USA300HOU_RS12435;DBGWAS_general_tag=AraC_family_transcriptional_regulator	25	1.320000e-26
140	TCH1516intergenic_2414739-2415348	3	1.730000e-15
140	NCTC8325intergenic_2361388-2361997	3	1.730000e-15
141	USA300HOU_RS07700;DBGWAS_general_tag=holin	44	6.130000e-25
141	SAOUHSC_01524;DBGWAS_general_tag=holin-like_protein	41	6.130000e-25
142	NCTC8325intergenic_222338-222778	55	6.130000e-25
142	TCH1516intergenic_276822-277262	52	6.130000e-25
143	USA300HOU_RS05065;DBGWAS_general_tag=serine_protease	32	6.130000e-25
143	SAOUHSC_00958;DBGWAS_general_tag=serine_protease_HtrA	32	1.320000e-26
144	TCH1516intergenic_2864236-2864628	9	6.130000e-25
144	NCTC8325intergenic_2812654-2813019	9	6.130000e-25
144	USA300HOU_RS14170;DBGWAS_general_tag=GbsR/MarR_family_transcriptional_regulator	32	1.450000e-37
144	SAOUHSC_02935;DBGWAS_general_tag=hypothetical_protein	32	1.450000e-37
144	USA300HOU_RS14675;DBGWAS_general_tag=membrane_protein	4	5.130000e-12
144	SAOUHSC_3042a;DBGWAS_general_tag=SAOUHSC_13820	4	5.130000e-12
144	USA300HOU_RS14660;DBGWAS_general_tag=membrane_protein	2	2.510000e-09
144	SAOUHSC_03037a;DBGWAS_general_tag=membrane_protein	2	2.510000e-09
145	USA300HOU_RS10800;DBGWAS_general_tag=hypothetical_protein	25	6.130000e-25
145	SAOUHSC_02225;DBGWAS_general_tag=hypothetical_protein	25	6.130000e-25
146	USA300HOU_RS11215;DBGWAS_general_tag=potassium-transporting_ATPase_A_chain	22	8.040000e-35
146	SAOUHSC_02312;DBGWAS_general_tag=potassium-transporting_ATPase_subunit_A	22	8.040000e-35
147	USA300HOU_RS09190;DBGWAS_general_tag=iron-regulated_surface_determinant_protein_H	35	1.010000e-55
147	SAOUHSC_01843;DBGWAS_general_tag=hypothetical_protein	36	1.010000e-55
148	USA300HOU_RS00945;DBGWAS_general_tag=non-ribosomal_peptide_synthetase	20	4.680000e-43
148	SAOUHSC_00144;DBGWAS_general_tag=hypothetical_protein	20	4.680000e-43
